Gene,TCGA-AB-2805-03A-01T,TCGA-AB-2811-03B-01T,TCGA-AB-2812-03A-01T,TCGA-AB-2816-03A-01T,TCGA-AB-2818-03A-01T,TCGA-AB-2824-03A-01T,TCGA-AB-2825-03A-01T,TCGA-AB-2826-03A-01T,TCGA-AB-2833-03A-01T,TCGA-AB-2835-03A-01T,TCGA-AB-2836-03A-01T,TCGA-AB-2837-03A-01T,TCGA-AB-2839-03A-01T,TCGA-AB-2845-03B-01T,TCGA-AB-2848-03A-01T,TCGA-AB-2851-03A-01T,TCGA-AB-2853-03A-01T,TCGA-AB-2866-03A-01T,TCGA-AB-2867-03A-01T,TCGA-AB-2869-03A-01T,TCGA-AB-2871-03A-01T,TCGA-AB-2873-03A-01T,TCGA-AB-2877-03A-01T,TCGA-AB-2879-03A-01T,TCGA-AB-2880-03A-01T,TCGA-AB-2884-03A-01T,TCGA-AB-2900-03A-01T,TCGA-AB-2903-03A-01T,TCGA-AB-2909-03A-01T,TCGA-AB-2919-03A-01T,TCGA-AB-2921-03A-01T,TCGA-AB-2924-03A-01T,TCGA-AB-2925-03A-01T,TCGA-AB-2927-03A-01T,TCGA-AB-2931-03A-01T,TCGA-AB-2932-03A-01T,TCGA-AB-2934-03A-01T,TCGA-AB-2936-03A-01T,TCGA-AB-2938-03A-01T,TCGA-AB-2948-03A-01T,TCGA-AB-2955-03A-01T,TCGA-AB-2963-03A-01T,TCGA-AB-2964-03A-01T,TCGA-AB-2965-03A-01T,TCGA-AB-2966-03A-01T,TCGA-AB-2967-03A-01T,TCGA-AB-2969-03A-01T,TCGA-AB-2970-03A-01T,TCGA-AB-2971-03A-01T,TCGA-AB-2972-03A-01T,TCGA-AB-2973-03A-01T,TCGA-AB-2975-03A-01T,TCGA-AB-2976-03A-01T,TCGA-AB-2977-03A-01T,TCGA-AB-2978-03A-01T,TCGA-AB-2979-03A-01T,TCGA-AB-2981-03C-01T,TCGA-AB-2983-03A-01T,TCGA-AB-2984-03A-01T,TCGA-AB-2986-03A-01T,TCGA-AB-2987-03A-01T,TCGA-AB-2988-03C-01T,TCGA-AB-2990-03B-01T,TCGA-AB-2992-03A-01T,TCGA-AB-2993-03A-01T,TCGA-AB-2995-03A-01T,TCGA-AB-2996-03A-01T,TCGA-AB-3000-03A-01T,TCGA-AB-3002-03A-01T,TCGA-AB-3006-03A-01T,TCGA-AB-3008-03A-01T,TCGA-AB-3009-03A-01T,TCGA-AB-3011-03A-01T
hsa-let-7a-1,6683.991122,5670.47292,12009.8035,9344.466398,8059.234968,10619.28649,8768.281327,7407.371859,7862.573512,9125.794753,8244.941818,7288.963665,10896.3218,5438.813742,11319.54525,9246.02773,14216.77853,11234.11044,6748.110115,10266.35478,7566.315892,5884.705695,9197.080994,10388.79131,5214.901747,6081.284759,7991.574394,12445.07917,7662.308442,11276.16977,9930.498305,9881.357958,8151.244092,10592.81447,13316.15631,12016.9879,6403.493244,6781.2614,5558.430999,8485.093953,5221.101874,10116.48016,8328.302558,8408.22454,6211.950395,7797.340923,7556.01358,10322.02157,9603.089893,4090.343432,5170.714741,7981.166703,9250.412959,5693.522051,7979.412745,2292.076614,8685.762685,11969.26962,7745.376221,11511.70994,7727.701454,14551.22405,7026.811733,3601.093249,10241.49014,9831.072745,7785.796272,7714.574355,10215.25454,9832.248577,6360.298753,8267.754415,9471.296767
hsa-let-7a-2,13258.06325,10928.79959,23136.73727,18436.88256,15471.79173,20471.53499,17372.97284,14199.86227,15492.82301,18095.52812,16641.88494,14233.66875,21055.87227,10478.60133,22499.23184,18273.4541,27782.36896,22290.36939,13213.82766,20048.31226,15115.65879,11460.2877,18300.3265,20354.73169,10278.37259,12135.62896,15335.77977,24687.702,15365.9202,21723.75591,19208.11164,18981.23244,15904.06625,20977.28623,25623.54669,23439.58267,12942.70372,13150.01991,10934.0863,16783.84914,10334.10248,19766.41891,16587.64619,16386.7063,12025.5543,16004.29033,14742.7011,20689.82432,18553.04721,7794.594256,10167.52652,15935.8665,17846.98853,11427.02415,15816.88698,4360.680701,17297.128,23712.14459,15088.05116,22157.29688,14989.24674,28890.10812,13655.85942,7087.01893,19841.78509,19343.58854,15563.66565,14790.80283,20006.24957,19453.44626,12437.22404,16121.56172,18841.47926
hsa-let-7a-3,6852.533587,5667.835184,11760.03289,9616.81598,8037.825952,10506.48679,8862.991216,7289.194643,7959.147416,9248.113134,8495.518219,7235.901252,10680.55305,5342.032051,11347.62293,9357.352495,14338.56562,11178.33453,6823.176495,10240.86019,7602.686582,5903.000771,9252.419873,10453.8453,5195.972884,6250.937459,7707.12437,12317.56811,7595.462287,11085.71747,9919.777697,9675.153906,8187.180188,10561.91619,13314.66955,12095.29617,6449.519089,6758.609508,5648.964755,8664.401069,5310.238012,10142.66856,8685.195244,8437.692617,6088.876362,8350.523518,7575.89232,10565.64286,9450.011946,4043.340854,5205.495334,8073.104395,9235.537651,5805.284453,7909.765898,2388.980629,8703.45157,11927.49442,7669.869731,11432.41699,7785.104974,14973.26626,6962.194937,3733.114609,10025.08676,9889.996575,7801.650062,7640.875452,10325.76526,9852.672857,6412.729086,8301.317694,9566.188629
hsa-let-7b,14744.71771,11052.77318,42049.9229,66131.89163,27094.36842,48640.84413,32252.36013,26249.73905,34119.74253,46154.52101,47835.26069,46443.84767,52422.59625,8968.172309,71213.48577,40058.69851,47826.28687,52109.43444,8684.107804,54985.46808,21195.62582,21346.56803,29997.28118,47391.2799,2948.170407,19815.14409,58595.47896,86698.67108,13159.99709,26258.03035,36412.54182,45431.38485,44276.39545,23828.75642,57875.06467,47998.39052,21730.09972,20249.60002,19492.08855,16967.37525,5180.010747,55951.02188,11482.26606,46903.35535,9455.561819,55738.42487,32767.48675,26005.34659,41577.7714,3108.88483,29532.03541,33250.10186,56391.61547,12987.15459,27902.81885,4382.434664,22529.39607,36014.26825,14990.0252,46067.1713,28864.07341,34085.18394,29113.57408,7515.386106,69611.35557,31481.8975,17818.07459,17540.33881,24349.19353,34542.90461,12909.09704,14318.09486,43196.79794
hsa-let-7c,66.867391,357.413225,943.57786,336.63085,297.207509,293.279232,149.681364,116.377562,265.122699,120.63123,354.418873,117.12557,1465.648694,1071.738239,89.000964,374.456027,336.778582,76.823425,900.796562,666.046298,1205.082198,148.884063,62.556993,83.798359,1422.03083,227.902554,360.466841,102.529299,964.106332,267.097739,589.633387,389.994621,121.870239,418.451043,756.760293,249.920026,1608.544285,1065.831169,7975.511473,1256.556136,2421.847836,522.797968,1582.425878,516.509899,2398.534386,255.477458,142.289926,824.061281,107.454716,846.046412,129.185058,3223.391177,209.606609,81.777367,1802.00195,417.280557,106.133309,1173.748462,927.272679,1374.411148,201.902036,995.755838,79.976526,499.995787,684.475863,3211.34873,1052.691656,1875.353613,6042.52249,1440.592576,2157.133709,110.758821,119.781531
hsa-let-7d,3752.817819,2758.412399,2705.848275,1916.596747,1360.102159,2041.674657,2033.944554,2016.811159,3887.555177,1451.792639,1589.241318,1499.33672,2787.890111,3660.251839,999.141776,1623.317478,2630.849664,2830.890594,4045.005512,1908.907812,3258.813831,1154.482357,2430.098575,1779.061216,4652.951128,2000.154362,1688.308981,1580.096201,2314.616048,3970.465958,3251.560116,2037.385691,1415.569704,2924.743257,2720.768833,2228.870095,5223.343365,3152.189723,1837.151979,3781.622216,2837.18431,2549.003823,4967.462275,1515.968833,3354.941751,1760.894213,1827.797802,3857.064609,1330.277377,2956.686005,1522.064973,2409.185411,2400.333748,2505.113357,2367.992778,2100.246215,859.471695,4100.707888,5341.752969,3328.270783,2120.961093,1825.332556,2222.394063,5664.27811,2289.066821,4172.543705,4175.888288,3415.093762,4871.362991,3540.2086,3119.604825,3602.458622,2583.080937
hsa-let-7e,852.788233,165.517933,1009.489549,446.58565,411.808709,825.049269,221.210512,376.127483,519.312503,738.128158,702.065412,557.80244,809.132807,189.59692,602.875579,648.719765,572.896408,649.315798,456.117624,782.365389,517.676155,339.405196,1083.920206,1149.470913,397.506122,432.505166,458.553057,1012.80211,1119.537229,1209.488241,394.518339,322.007053,289.051209,1221.80642,888.338458,385.293373,276.155072,802.353889,2012.240847,429.633911,253.500648,458.78189,1019.86622,416.645862,884.535889,464.504469,302.366093,721.053621,433.420698,388.330827,261.682553,348.945328,350.245882,293.489886,899.237764,104.814547,288.745031,479.741048,896.805148,508.288147,395.886345,462.927549,407.297673,623.590251,448.836631,1357.089457,635.736979,219.962878,1770.711867,535.116146,525.551673,1253.029086,665.020837
hsa-let-7f-1,88.851191,30.993398,102.336569,30.449022,49.744477,33.839911,77.48991,46.191094,80.174562,49.770927,23.326932,43.355874,39.469893,59.496941,13.244191,27.32517,59.650819,35.780773,89.364738,79.67061,59.40546,27.758046,68.572089,82.695749,156.163119,63.346716,66.208195,60.893035,63.041902,105.097154,108.278131,54.539478,37.498535,53.851295,184.358107,76.642141,123.915737,88.223162,43.558694,75.941837,83.446597,66.925899,108.882515,54.843365,97.707629,31.670759,55.451221,76.846985,45.623231,63.789214,33.124374,49.451334,43.273622,34.528222,28.211381,9.888165,27.57385,43.122791,91.402593,38.629899,35.629771,87.046206,45.019899,66.01068,38.471711,71.813418,58.659023,56.691464,113.051188,93.95169,101.115643,91.73963,35.001097
hsa-let-7f-2,5440.074452,11055.41092,7066.426841,3674.181936,4699.908571,6482.760177,4034.111456,4313.768305,4375.891145,3580.132458,3641.258872,2838.191995,4331.162928,7063.47689,3398.459436,4822.386398,5620.846967,4438.920641,6726.662577,4745.181522,6290.917026,3520.855755,5525.466711,4745.082084,7694.582796,4616.30093,4384.453825,3705.627453,6730.809991,9711.325409,5317.421094,3069.153069,3518.612554,8090.053489,5347.128474,5428.262956,4512.893137,4730.668994,4668.467093,7024.619922,6362.170876,4523.802827,9384.462949,3710.521986,5724.821496,3209.303602,3541.554413,7305.368661,3900.185975,6556.859691,3088.847851,5942.518048,4242.167305,5192.862835,8744.64645,2098.268582,8050.523617,8267.447549,9237.622897,5867.678363,4548.734104,15954.5144,5366.901582,3140.422974,3034.456226,5595.922471,6577.737474,6863.068573,9434.058131,6478.581738,6752.277911,9138.16212,4988.045181
hsa-let-7g,2921.097395,3816.144527,3276.504738,1383.738869,2180.571193,3272.802863,2692.277634,2896.841489,2366.06065,2240.535299,2409.446354,1564.04698,2072.169384,3906.965823,1875.377459,2259.892723,3506.971068,2932.971035,4196.568108,2616.382827,4320.837981,1919.721208,3669.208245,2092.753757,4571.320406,2094.082252,1683.404671,1934.524894,3961.314011,5902.279389,4889.668873,2774.042197,1665.559939,8075.92856,3719.87083,5022.142914,3468.460494,4628.139374,2467.471905,5283.582992,3574.928091,3035.91399,4475.071348,1643.663831,3767.850432,1868.574795,1994.151466,4807.024141,1709.070259,3218.557513,1633.031625,2035.862665,1787.741529,2049.886011,2217.238212,1315.125926,1151.858556,4112.836172,3594.506307,2732.557076,2667.284249,1748.837406,3878.067047,4710.634461,1622.223825,3226.079687,3367.344997,4157.751934,4500.453475,4094.387408,4391.664576,5422.707125,2565.191487
hsa-let-7i,3249.022408,1453.392524,2006.83747,942.228056,1805.913422,2575.056118,2728.042207,2766.666587,3302.645305,3181.121466,3086.67987,1777.590837,2162.950138,3751.480482,2182.642693,2224.471207,2997.453656,5573.38163,3853.407513,2742.26239,2593.230202,2699.469947,2746.492598,2722.895366,5051.640304,1940.448262,2628.710571,1376.078509,4149.352788,3665.0455,2797.006378,2471.460164,1718.682864,4032.667431,3371.225862,2613.746934,2684.840975,2750.416676,2758.71729,6747.57285,3212.693998,2044.634725,4410.951645,2137.254116,3044.907929,1655.325016,2118.655151,2848.243556,1471.349211,3552.051998,1646.281375,2053.275106,2169.090328,1660.989197,3294.560317,1137.138958,1112.318695,4689.603499,2450.649223,1620.422611,2146.693706,1653.877908,3257.322089,3848.282177,1085.222855,1951.851865,2420.873734,3747.305738,4035.546342,3796.192914,4226.883529,4595.931683,4054.682602
hsa-mir-1-1,0,1.978302,1.734518,0,0,0,0,0,0,0,0.752482,0,0,0,0,0,0,0,0.714918,1.593412,1.212356,0,0,1.653915,0,2.18437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469748,0,0,0,0,1.119109,0,2.785991,0,0,0,0,0,0,1.324675,0,0,0,0,0,0,0,1.585379,0,0,1.361619,0,0,0
hsa-mir-1-2,0.915992,127.930195,143.965004,18.607735,16.3716,12.891395,7.947683,4.799075,0.911075,1.68715,39.129048,19.413078,22.366273,0.793293,1.589303,49.590122,0,11.576133,7.149179,157.747807,206.100577,1.892594,122.707948,153.262788,1.183054,61.89047,41.686642,12.490879,1.086929,87.097089,10.720607,48.562549,4.687317,4.414041,153.136169,2.4992,51.926595,8.345434,38.434142,11.250643,1.896514,33.94792,97.994263,22.919615,28.654641,2.111384,1.046249,62.131605,0,78.337631,0,268.848097,17.579909,167.189285,24.684958,0,5.202613,0,118.558435,136.221223,0.989716,126.612663,38.134503,75.842058,54.501591,25.779176,44.390612,0,0,113.014351,6.241706,4.475104,21.000658
hsa-mir-100,150.222632,333.673601,943.57786,50.748369,972.85085,265.885018,111.267563,20775.79443,1290.081587,765.122559,112.872253,360.436147,2528.70448,2650.390419,941.397103,379.516243,2178.49762,102.080441,2081.126024,1268.356109,986.858057,517.939899,5005.762461,2027.699768,899.120991,383.720913,1466.388919,54042.30869,6679.724311,2407.363536,13.936789,85.171239,499.98047,1472.523922,60.957116,86.222409,22.422848,19.075278,1135.942414,293.923036,1790.940987,1368.586147,1601.78277,281.583844,105.693348,247.031922,291.903599,557.549399,23162.19419,407.35568,306.400457,121.887091,138.610822,26.350485,2473.785456,622.954386,88.444424,378.672007,2603.649215,313.105498,246.43925,192.556758,19550.81793,2956.43576,1546.883391,2172.816228,864.031555,2258.587906,1310.885686,528.308053,855.113768,579.525952,9641.635438
hsa-mir-101-1,15318.12848,23083.48698,8781.865266,6130.40301,22478.20688,8883.782464,3338.026882,14583.78825,10145.72638,2604.11614,5876.881957,4477.949979,7763.727958,20834.24231,6725.400239,4217.184495,7447.653299,6834.127702,37474.5668,8024.423822,11336.7441,3528.426131,8113.160788,10300.0312,12312.04231,6160.650185,6109.545137,8512.534077,9164.444802,9154.484687,11284.51097,7789.432789,5771.649545,9032.892547,5938.115147,4186.993495,8971.49938,13316.92859,11420.06467,8710.106804,16696.27335,15922.54443,16394.07728,7573.295702,18167.98196,13314.38718,5041.876135,11688.91687,9190.079589,16896.30784,11576.96862,14058.8053,8867.71186,15150.62028,19386.50826,4277.620116,15439.7951,19806.83685,22816.86895,6640.276346,5050.520046,23423.34263,9749.191496,7759.766069,4732.020486,9503.308941,7475.061988,17466.63991,20530.85789,11249.69364,11258.78988,12151.02581,7410.898875
hsa-mir-101-2,0,3.956604,1.734518,1.691612,1.889031,0,0,2.399537,1.822149,2.530725,3.009927,2.58841,3.946989,10.312803,2.119071,1.012043,2.485451,1.052376,7.149179,3.186824,0,0,1.203019,3.859135,1.183054,0.728123,1.226078,1.56136,2.173859,3.483884,2.144121,0,4.687317,0.882808,2.230138,2.082667,2.3603,4.76882,6.832736,4.922156,3.160856,1.939881,1.209806,3.274231,3.288238,6.334152,2.092499,3.270084,1.200611,3.357327,1.656219,3.482488,0,0.908637,4.408028,0,0,2.695174,2.649351,0,1.979432,1.318882,1.059292,1.404483,1.602988,3.682739,1.585379,1.133829,1.270238,2.723237,2.496683,0,1.555604
hsa-mir-103-1,36863.16825,20181.97741,7836.552888,13098.15411,25165.668,25437.94485,22287.2902,27014.59159,31179.7049,29027.41703,30290.39773,21975.60423,7996.600327,37166.54939,21789.34319,24294.09979,19106.90297,58431.05519,31860.31648,15424.23006,26007.46812,25692.59478,13689.1543,16749.74833,48602.22178,22428.37816,20229.05583,5778.07247,22347.26741,15308.18434,17411.3379,17153.03927,15615.01504,22711.12135,13554.78112,24872.04095,25056.94223,19871.67107,32253.07772,52764.10708,33118.1844,13480.23407,37134.98649,15743.31996,12050.92071,8437.09026,23545.84404,25475.59291,16833.17145,24477.15227,9125.764966,19175.27712,11584.48397,14523.66046,27128.76909,19851.47976,19556.10264,28323.58803,14252.84342,10066.13845,24537.03566,14139.7329,11591.29983,17728.78318,9210.768873,21639.77653,29394.51205,28324.189,54298.86669,23971.29708,36154.45976,40058.89237,21154.66285
hsa-mir-103-1-as,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-103-2,58.623466,58.689626,88.460424,16.916123,50.374154,61.234125,31.128425,61.188203,88.374233,37.960877,30.099267,26.531207,107.884374,69.809745,21.720473,17.204736,75.806249,45.252154,65.057529,30.274832,40.007759,32.174098,62.556993,18.74437,69.800182,34.949912,55.173496,31.227198,16.30394,17.419418,50.386853,29.884645,84.371704,35.312324,31.221937,43.736004,42.485396,26.228508,55.515983,54.143717,89.136138,65.955959,77.427566,72.033076,73.75047,80.23259,39.757479,55.591436,21.010699,29.096834,145.747244,94.723682,67.615035,55.426882,149.872961,67.239521,23.411759,160.362878,60.272724,97.591324,57.40352,30.334284,38.134503,22.471721,32.059759,68.130678,60.244402,56.691464,67.322618,59.911222,21.221802,22.375519,18.667252
hsa-mir-103-2-as,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-105-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-105-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-106a,728.213367,1133.567037,1378.941909,350.163748,518.22411,721.918111,206.639759,686.867572,625.908227,466.496996,292.715375,336.493351,919.648507,443.450537,273.360104,240.866309,1014.063923,402.007512,446.823691,685.167245,512.82673,244.775494,542.561613,470.814465,608.089723,546.092381,486.752844,513.687401,154.343967,177.097414,285.168147,178.560755,631.225343,197.749016,268.359986,247.004292,153.419484,298.051222,432.170572,298.142027,668.20495,829.299189,1005.348551,513.235668,634.16009,466.615853,635.073421,518.308385,342.774541,595.365993,554.83326,943.057834,812.056572,278.043049,424.933924,235.338324,162.321531,676.488781,605.376592,662.807743,188.046014,813.750135,435.368904,283.705474,452.042607,578.190081,623.053947,459.200854,576.688083,762.506468,459.389586,1024.798788,241.896468
hsa-mir-106b,3801.365377,3630.843574,4240.896815,2324.275313,1700.127698,3106.826155,1643.183471,2689.881391,4160.877547,1604.479721,1614.073213,1468.922898,3398.357789,4466.237072,1594.600608,1454.306244,2962.657345,2271.026729,2796.04393,3129.461554,2571.407788,1521.014733,3314.317611,3100.539287,3765.660676,1845.792249,2420.277363,2526.800742,2625.477841,3150.592028,2182.715594,2023.190485,2410.843326,2083.427132,2077.745598,1808.587919,2645.896029,2836.255428,1955.01668,3193.072979,4427.094857,2527.66513,3544.730752,2160.173731,4172.303645,2360.527255,2005.66021,3451.574137,1871.753097,2851.489758,2133.209669,2976.134508,2593.712748,1675.527396,3039.776284,3094.9956,1025.435056,4137.092742,4500.584182,3281.508274,985.756999,3198.288619,3258.911027,3580.026011,3076.133914,4868.581446,3418.077126,4400.391398,5210.516555,3256.991912,3331.82284,3154.948234,2528.634786
hsa-mir-107,5842.194789,3577.429421,2086.625304,2621.99908,3008.596349,4534.548132,3953.972318,3272.968972,4282.050464,3495.774954,3572.783038,3012.262594,1845.87533,4109.255424,2234.559922,2996.660257,2473.023538,6338.458754,3493.803807,2535.118805,3799.524756,3048.338113,1791.295435,2290.120945,5891.608598,2824.389796,2721.892475,858.227482,3196.659214,2014.845989,2778.781346,2782.260475,2548.337956,3769.590615,2562.429007,3824.192925,3317.40131,3670.798849,4626.616583,6860.78244,3573.031577,2090.221932,4170.200308,2594.827861,1521.984216,2024.817207,3355.322009,3649.414246,2176.70838,4053.412835,2118.303701,2361.82357,1768.133169,2083.505596,3586.371787,2816.149351,2782.877784,4069.713382,2235.389494,2033.152586,3595.637728,2517.745556,1787.025159,3304.747432,1442.689173,3360.499674,4177.473667,3908.309495,8713.833147,3834.318238,3640.163133,3872.083631,2179.401621
hsa-mir-10a,30907.3905,239716.1269,216823.4382,299232.6847,224901.0778,183128.7093,256239.9247,152257.2448,3906.687743,257683.4923,203333.3434,192507.199,258752.7777,2923.283057,293550.0789,201822.69,279101.2113,85869.64643,2304.895329,256689.1444,198285.7281,130847.6424,204234.146,274313.9285,1197.250583,242430.7955,279159.4992,320995.2941,802.153859,120802.501,132718.9711,237050.9832,234268.9739,54362.4404,234894.5293,192266.808,188541.9248,23228.92003,6580.779171,39301.30697,1920.536081,241973.9843,3099.522248,231314.5791,1475.479143,270890.5606,239668.5482,65625.68978,214390.7678,283848.5711,209225.1381,53254.2112,284008.8413,133104.4779,73757.77356,1609.793238,193318.1799,91784.16504,172667.4456,301372.1747,136294.7611,318159.1574,210848.8422,157710.7496,384904.6623,120350.0812,79633.58721,590.72505,2741.173751,169275.0742,5058.278812,4618.307202,307328.2963
hsa-mir-10b,96.179124,269.708504,98.867533,74.430942,1263.131912,5243.574848,143.720602,219.557669,1423.098473,2343.451454,55.683645,77.005209,210.506096,1751.589957,73.107935,121.445198,182.680633,55.775911,165.860954,189.616051,337.035061,4371.261338,263.461182,71.118344,98.193477,132.518418,773.655023,75.986181,9.238899,373.936835,24.657396,69.4818,2009.296512,7942.624536,64.674013,1903.140995,34.224346,240.825387,33681.9737,2451.936904,356.544552,195.927995,4210.123896,2926.343724,1051.766253,3342.320791,2285.008815,7190.915705,206.505152,514.790145,1745.654496,210.342294,1221.127535,87.229192,20692.16623,4111.498947,241.401251,2928.307013,502.051922,109.79024,4266.665083,697.688528,660.998043,91.291366,2971.939696,3793.22155,4538.940079,1031.784636,4046.978485,1029.383731,6402.742356,3886.627718,1041.477077
hsa-mir-1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1179,1.831983,3.29717,6.938072,0,1.259354,0,0.662307,1.199769,2.733224,1.68715,4.51489,0,0,1.586585,1.059535,1.012043,3.728176,3.157127,1.429836,4.780237,1.212356,0.630865,1.203019,3.859135,0,2.912493,0,2.081813,1.630394,4.064531,2.144121,0.747116,0,9.710889,2.973518,1.2496,2.3603,7.153229,0,4.218991,0,2.909822,1.209806,0.818558,2.348741,0,1.046249,3.270084,1.800917,1.119109,0,1.392995,1.352301,3.63455,1.763211,3.955266,0,0,0.662338,4.066305,0,0,1.059292,1.404483,1.602988,1.84137,3.170758,1.133829,2.540476,4.084856,3.745024,2.237552,1.555604
hsa-mir-1180,9.159917,0,0,0,1.259354,14.502819,1.986921,3.599306,20.954715,0.843575,0,1.294205,2.631326,0,1.589303,0,1.242725,3.157127,0.714918,1.593412,3.637069,3.154323,0,1.10261,0,1.456246,1.226078,2.081813,1.630394,1.161295,3.216182,0,1.562439,3.531232,0.743379,0.833067,0,4.76882,2.562276,4.218991,0,5.819643,13.307863,4.092788,1.409245,0,3.138748,1.635042,2.401223,10.071981,6.624875,1.392995,3.380752,4.543187,7.934451,21.753963,0.520261,1.347587,2.649351,6.099458,3.958863,1.318882,5.296459,2.808965,3.205976,16.572327,11.097653,0,1.270238,2.723237,2.496683,1.118776,0.777802
hsa-mir-1181,0,1.978302,0,0,0,1.611424,0,0,0,0,0,0,0,0.793293,0.529768,0,0,0,0,0,0,0,0,0,1.183054,0,0,0,0,0,0,0.747116,0,0,0,0,0,0,0,0,0,0,0,0,0,2.111384,0,0,0,0,0,0,1.352301,0.908637,0,1.977633,0.520261,1.347587,0,0,0,0,0.529646,0,1.602988,0,0,0,0,0,1.248341,0,0.777802
hsa-mir-1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.059292,0,0,0,0,0,0,0,0,0,0
hsa-mir-1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1185-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.133829,0,0,0,0,0
hsa-mir-1185-2,0,0,0,0,0,0,0,0,0,0.843575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.763211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
